node_id,length,speed
1000290,71,5.0
1000307,71,5.0
1000316,71,5.0
2000302,109,5.0
2000304,109,5.0
3000301,71,5.0
3000306,71,5.0
4000301,71,5.0
4000306,71,5.0
5000298,33,5.0
5000299,33,5.0
5000310,71,5.0
6000424,54,5.0
6000425,54,5.0
6000456,54,5.0
7000274,44,5.0
7000281,44,5.0
7000283,44,5.0
8000272,44,5.0
8000456,44,5.0
8000474,44,5.0
8000480,44,5.0
9000277,33,5.0
10000205,27,5.0
10000206,27,5.0
10000214,27,5.0
11000206,44,5.0
11000207,44,5.0
12000210,54,5.0
12000217,54,5.0
12000222,54,5.0
13000208,44,5.0
13000211,44,5.0
13000224,44,5.0
14000244,38,5.0
15000228,54,5.0
15000533,54,5.0
15000538,54,5.0
16000601,65,5.0
16000602,65,5.0
17000597,44,5.0
17000608,44,5.0
17000621,44,5.0
18000914,60,5.0
18000937,60,5.0
18000938,60,5.0
18000946,60,5.0
19000617,54,5.0
19000919,54,5.0
19000931,54,5.0
20000916,49,5.0
21000915,33,5.0
21000943,33,5.0
22000831,76,5.0
23000823,71,5.0
23000835,71,5.0
23000836,71,5.0
23000839,71,5.0
24000827,76,5.0
24000838,76,5.0
24000855,76,5.0
25000821,82,5.0
25000841,82,5.0
25000849,82,5.0
26000322,44,5.0
26000844,44,5.0
26000851,44,5.0
27000317,44,5.0
27000333,44,5.0
27000824,44,5.0
27000832,44,5.0
28000328,44,5.0
28000339,44,5.0
28000825,44,5.0
29000325,49,5.0
29000331,49,5.0
30000286,44,5.0
30000340,44,5.0
31000366,40,5.0
31000405,40,5.0
31000448,40,5.0
31000779,40,5.0
32000287,44,5.0
32000347,44,5.0
32000355,44,5.0
32000356,44,5.0
33000255,71,5.0
33000858,71,5.0
33000961,71,5.0
33000963,71,5.0
34000870,60,5.0
34000962,60,5.0
34000964,60,5.0
34000967,60,5.0
35000758,49,5.0
35000760,49,5.0
35000869,49,5.0
35000966,49,5.0
36000763,40,5.0
36000764,40,5.0
36000767,40,5.0
36000788,40,5.0
36000796,40,5.0
37000349,46,5.0
37000393,46,5.0
37000458,46,5.0
37000459,46,5.0
37000803,46,5.0
38000255,51,5.0
38000262,51,5.0
38000267,51,5.0
39000254,54,5.0
39000873,54,5.0
39000880,54,5.0
39000881,54,5.0
40000633,71,5.0
40000883,71,5.0
41000761,60,5.0
41000866,60,5.0
41000875,60,5.0
41000885,60,5.0
42000666,44,5.0
42000676,44,5.0
42000679,44,5.0
42000687,44,5.0
43000668,38,5.0
43000688,38,5.0
43000689,38,5.0
43000696,38,5.0
43000722,38,5.0
44000450,44,5.0
44000455,44,5.0
44000473,44,5.0
44000503,44,5.0
45000522,44,5.0
45000530,44,5.0
45000551,44,5.0
45000555,44,5.0
46000262,71,5.0
46000263,71,5.0
47000264,44,5.0
47000887,44,5.0
48000261,49,5.0
48000890,49,5.0
49000625,49,5.0
49000646,49,5.0
50000623,33,5.0
50000652,33,5.0
50000700,33,5.0
51000655,38,5.0
51000702,38,5.0
51000706,38,5.0
51000710,38,5.0
52000640,35,5.0
52000659,35,5.0
52000699,35,5.0
52000714,35,5.0
53000525,33,5.0
53000585,33,5.0
53000664,33,5.0
54000979,54,5.0
55000251,41,5.0
55000891,41,5.0
55000979,41,5.0
56000889,33,5.0
57000889,35,5.0
57000992,35,5.0
570001003,35,5.0
58000627,35,5.0
58000888,35,5.0
59000889,33,5.0
59000986,33,5.0
60000893,27,5.0
60000896,27,5.0
60000900,27,5.0
61000624,38,5.0
61000630,38,5.0
61000642,38,5.0
62000629,44,5.0
62000637,44,5.0
62000653,44,5.0
63000902,35,5.0
63000908,35,5.0
63000947,35,5.0
64000632,49,5.0
64000923,49,5.0
64000925,49,5.0
65000921,57,5.0
65000926,57,5.0
65000936,57,5.0
66000998,38,5.0
67000994,54,5.0
67000995,54,5.0
67000996,54,5.0
68000986,62,5.0
680001002,62,5.0
680001003,62,5.0
69000982,38,5.0
69000985,38,5.0
70000904,54,5.0
70000959,54,5.0
70000960,54,5.0
70000983,54,5.0
71000949,54,5.0
71000958,54,5.0
71000985,54,5.0
72000951,60,5.0
72000957,60,5.0
73000928,38,5.0
73000940,38,5.0
74000313,54,5.0
74000322,54,5.0
74000842,54,5.0
74000321,54,5.0
740001020,54,5.0
75000848,54,5.0
75000849,54,5.0
76000304,54,5.0
76000849,54,5.0
76000322,54,5.0
77000849,54,5.0
77000322,54,5.0
78000848,54,5.0
78000839,54,5.0
79000304,54,5.0
79000313,54,5.0
80000304,54,5.0
80000313,54,5.0
81000848,54,5.0
81000322,54,5.0
81000247,54,5.0
82000848,54,5.0
82000247,54,5.0
82000322,54,5.0
83000848,54,5.0
83000247,54,5.0
83000322,54,5.0
84000313,54,5.0
85000304,54,5.0
85000849,54,5.0
85000322,54,5.0
85000313,54,5.0
86000849,54,5.0
86000322,54,5.0
86000313,54,5.0
87000322,54,5.0
87000849,54,5.0
88000322,54,5.0
88000313,54,5.0
89000313,54,5.0
90000304,54,5.0
90000322,54,5.0
90000321,54,5.0
90000313,54,5.0
910001010,54,5.0
91000954,54,5.0
910001005,54,5.0
920001006,54,5.0
920001005,54,5.0
930001006,54,5.0
930001005,54,5.0
94000263,54,5.0
94000999,54,5.0
95000988,54,5.0
960001005,54,5.0
960001006,54,5.0
97000999,54,5.0
980001009,54,5.0
990001006,54,5.0
990001005,54,5.0
1000001006,54,5.0
1000001007,54,5.0
101000263,54,5.0
1020001009,54,5.0
103000849,54,5.0
104000849,54,5.0
105000313,54,5.0
106000849,54,5.0
107000849,54,5.0
107000313,54,5.0
108000849,54,5.0
109000849,54,5.0
110000999,54,5.0
201000456,65,5.0
202000204,12,5.0
203000456,12,5.0
204000203,11,5.0
205000206,17,5.0
205000214,28,5.0
205000215,34,5.0
20500010,27,5.0
206000213,13,5.0
20600010,27,5.0
20600011,44,5.0
206000486,17,5.0
207000201,51,5.0
207000209,16,5.0
207000215,27,5.0
20700011,44,5.0
208000209,69,5.0
208000211,63,5.0
208000273,15,5.0
208000277,45,5.0
20800013,44,5.0
209000207,16,5.0
209000208,69,5.0
210000211,37,5.0
210000212,37,5.0
21000012,54,5.0
210000469,44,5.0
211000208,63,5.0
211000210,37,5.0
211000233,31,5.0
211000237,19,5.0
21100013,44,5.0
212000209,37,5.0
213000214,13,5.0
213000454,21,5.0
214000205,28,5.0
21400010,27,5.0
214000468,19,5.0
214000475,21,5.0
215000205,34,5.0
215000207,27,5.0
216000217,11,5.0
216000221,18,5.0
216000224,35,5.0
217000216,11,5.0
217000220,10,5.0
217000222,8,5.0
217000223,12,5.0
21700012,54,5.0
218000210,27,5.0
219000222,17,5.0
219000223,12,5.0
220000221,11,5.0
221000218,26,5.0
221000230,39,5.0
222000217,8,5.0
222000225,10,5.0
22200012,54,5.0
223000217,12,5.0
223000220,15,5.0
224000216,35,5.0
224000228,154,5.0
224000230,17,5.0
22400013,44,5.0
225000222,10,5.0
225000228,40,5.0
225000234,24,5.0
226000235,22,5.0
226000238,47,5.0
226000539,35,5.0
227000229,78,5.0
227000236,20,5.0
227000603,47,5.0
228000225,40,5.0
228000227,34,5.0
228000235,22,5.0
22800015,54,5.0
229000227,78,5.0
229000232,93,5.0
229000597,61,5.0
230000224,17,5.0
230000231,18,5.0
231000230,18,5.0
231000237,10,5.0
232000229,93,5.0
232000231,21,5.0
232000233,8,5.0
233000211,31,5.0
233000232,8,5.0
233000243,28,5.0
234000533,15,5.0
235000226,22,5.0
235000228,22,5.0
235000236,16,5.0
236000226,15,5.0
236000227,20,5.0
236000602,45,5.0
237000211,19,5.0
237000231,10,5.0
237000233,17,5.0
238000234,8,5.0
238000235,61,5.0
238000242,22,5.0
239000240,16,5.0
239000576,11,5.0
240000241,20,5.0
240000242,22,5.0
241000538,14,5.0
241000574,6,5.0
242000238,22,5.0
242000239,11,5.0
242000240,22,5.0
242000533,17,5.0
243000232,28,5.0
243000244,26,5.0
244000243,26,5.0
244000245,31,5.0
244000246,74,5.0
24400014,38,5.0
245000244,31,5.0
246000244,74,5.0
24700081,54,5.0
24700082,54,5.0
24700083,54,5.0
247000248,146,5.0
248000247,146,5.0
248000249,29,5.0
2480001009,158,5.0
249000248,29,5.0
249000831,187,5.0
250000255,47,5.0
250000853,50,5.0
2500001009,293,5.0
251000268,26,5.0
251000891,8,5.0
25100055,41,5.0
252000257,62,5.0
252000263,67,5.0
252000268,105,5.0
253000255,36,5.0
253000262,73,5.0
253000266,78,5.0
254000256,78,5.0
254000267,131,5.0
254000887,118,5.0
25400039,54,5.0
255000250,47,5.0
255000253,36,5.0
255000881,202,5.0
25500033,71,5.0
25500038,51,5.0
256000254,78,5.0
256000264,78,5.0
256000266,157,5.0
257000252,62,5.0
257000269,52,5.0
257000979,45,5.0
258000259,20,5.0
258000887,59,5.0
259000258,20,5.0
259000260,92,5.0
259000265,39,5.0
2590001019,52,5.0
260000259,92,5.0
260000646,196,5.0
260000898,59,5.0
261000887,137,5.0
26100048,49,5.0
262000253,73,5.0
262000263,106,5.0
26200038,51,5.0
26200046,71,5.0
26300094,54,5.0
263000101,54,5.0
263000252,67,5.0
263000262,106,5.0
26300046,71,5.0
263000979,79,5.0
264000256,78,5.0
264000265,26,5.0
264000891,65,5.0
26400047,44,5.0
265000258,108,5.0
265000259,39,5.0
265000264,26,5.0
266000255,88,5.0
266000256,157,5.0
267000254,131,5.0
267000871,33,5.0
267000879,131,5.0
26700038,51,5.0
268000251,26,5.0
268000252,105,5.0
268000269,78,5.0
269000257,52,5.0
269000268,78,5.0
269000889,118,5.0
270000271,19,5.0
270000288,39,5.0
270000299,45,5.0
271000290,31,5.0
271000327,56,5.0
272000202,16,5.0
2720008,44,5.0
272000281,18,5.0
272000285,17,5.0
273000208,15,5.0
273000277,26,5.0
273000278,82,5.0
2740007,44,5.0
274000280,13,5.0
274000282,17,5.0
274000360,16,5.0
274000433,17,5.0
275000284,34,5.0
275000295,65,5.0
276000290,16,5.0
276000314,24,5.0
277000273,26,5.0
277000285,26,5.0
2770009,33,5.0
278000273,82,5.0
278000292,44,5.0
278000310,100,5.0
279000282,23,5.0
279000288,17,5.0
279000428,25,5.0
280000274,13,5.0
280000283,17,5.0
281000202,20,5.0
2810007,44,5.0
281000272,18,5.0
281000284,18,5.0
282000274,17,5.0
282000279,23,5.0
282000298,17,5.0
282000360,13,5.0
2830007,44,5.0
283000280,17,5.0
283000284,17,5.0
283000437,13,5.0
284000281,18,5.0
284000283,17,5.0
285000272,17,5.0
285000277,26,5.0
286000270,20,5.0
286000326,56,5.0
28600030,44,5.0
287000286,29,5.0
287000354,24,5.0
28700032,44,5.0
288000279,17,5.0
288000287,29,5.0
289000270,8,5.0
289000354,31,5.0
2900001,71,5.0
290000276,16,5.0
290000289,31,5.0
291000292,56,5.0
291000296,123,5.0
292000291,56,5.0
292000293,17,5.0
292000294,22,5.0
293000275,52,5.0
293000292,17,5.0
293000294,11,5.0
294000283,67,5.0
294000285,39,5.0
295000275,65,5.0
295000296,78,5.0
295000297,56,5.0
296000291,123,5.0
296000295,78,5.0
296000300,168,5.0
297000295,56,5.0
297000298,17,5.0
297000299,35,5.0
2980005,33,5.0
298000274,22,5.0
298000297,17,5.0
2990005,33,5.0
299000288,45,5.0
299000297,35,5.0
299000300,65,5.0
300000296,168,5.0
300000299,65,5.0
300000316,183,5.0
3010003,71,5.0
3010004,71,5.0
301000302,82,5.0
301000306,83,5.0
3020002,109,5.0
302000301,82,5.0
302000303,228,5.0
302000304,212,5.0
303000302,228,5.0
303000304,78,5.0
3040002,109,5.0
30400076,54,5.0
30400079,54,5.0
30400080,54,5.0
30400085,54,5.0
30400090,54,5.0
304000302,212,5.0
304000303,78,5.0
3040001020,131,5.0
305000312,12,5.0
305000313,17,5.0
305000321,24,5.0
3060003,71,5.0
3060004,71,5.0
306000301,83,5.0
306000308,71,5.0
306000310,48,5.0
3060001020,65,5.0
3070001,71,5.0
307000308,16,5.0
307000311,9,5.0
307000312,35,5.0
308000306,71,5.0
308000307,16,5.0
308000309,34,5.0
309000308,34,5.0
309000310,131,5.0
309000311,101,5.0
3100005,71,5.0
310000278,135,5.0
310000306,48,5.0
310000309,131,5.0
311000307,9,5.0
311000309,101,5.0
311000316,28,5.0
312000305,12,5.0
312000307,35,5.0
312000315,17,5.0
31300074,54,5.0
31300079,54,5.0
31300080,54,5.0
31300084,54,5.0
31300085,54,5.0
31300086,54,5.0
31300088,54,5.0
31300089,54,5.0
31300090,54,5.0
313000105,54,5.0
313000107,54,5.0
313000305,17,5.0
313000312,17,5.0
313000315,16,5.0
314000276,24,5.0
314000315,35,5.0
314000316,67,5.0
315000305,13,5.0
315000312,17,5.0
315000313,16,5.0
315000314,35,5.0
3160001,71,5.0
316000300,183,5.0
316000311,28,5.0
316000314,67,5.0
317000319,20,5.0
317000333,13,5.0
317000841,15,5.0
31700027,44,5.0
318000332,17,5.0
318000334,67,5.0
319000317,20,5.0
319000321,36,5.0
319000334,11,5.0
320000329,23,5.0
320000340,34,5.0
32100074,54,5.0
32100090,54,5.0
321000305,24,5.0
321000319,36,5.0
321000335,20,5.0
32200074,54,5.0
32200076,54,5.0
32200077,54,5.0
32200081,54,5.0
